date,semester,rank,team,acronym,total.points,previous.points,diff.points
2022,2,92,Luxembourg,LUX,1245.35,1243.8,1.55
2022,2,93,Palestine,PLE,1233.72,1233.72,0
2022,2,94,Kyrgyz Republic,KGZ,1232.91,1230.22,2.69
2022,2,95,Armenia,ARM,1231.76,1233.93,-2.17
2022,2,96,Vietnam,VIE,1228.63,1226.65,1.98
2022,2,97,Belarus,BLR,1221.68,1221.06,0.62
2022,2,98,Equatorial Guinea,EQG,1215.66,1215.66,0
2022,2,99,Congo,CGO,1208.79,1208.79,0
2022,2,100,Lebanon,LBN,1208.47,1211.71,-3.24
2022,2,101,Kenya,KEN,1202.26,1202.26,0
2022,2,102,Madagascar,MAD,1200.74,1200.74,0
2022,2,103,Mauritania,MTN,1197.58,1197.58,0
2022,2,104,Trinidad and Tobago,TRI,1195.29,1195.29,0
2022,2,105,New Zealand,NZL,1193.98,1193.98,0
2022,2,106,India,IND,1192.09,1192.09,0
2022,2,107,Kosovo,KOS,1187.03,1187.01,0.02
2022,2,108,Tajikistan,TJK,1187.02,1185.7,1.32
2022,2,109,Estonia,EST,1186.27,1184.64,1.63
2022,2,110,Cyprus,CYP,1185.17,1183.82,1.35
2022,2,111,Thailand,THA,1173.4,1174.92,-1.52
2022,2,112,Korea DPR,PRK,1169.96,1169.96,0
2022,2,113,Namibia,NAM,1164.13,1164.13,0
2022,2,114,Mozambique,MOZ,1163.56,1165.22,-1.66
2022,2,115,Kazakhstan,KAZ,1163.09,1166.63,-3.54
2022,2,116,Sierra Leone,SLE,1160.31,1160.31,0
2022,2,117,Angola,ANG,1158.81,1155.9,2.91
2022,2,118,Guinea-Bissau,GNB,1158.77,1160.71,-1.94
2022,2,119,Guatemala,GUA,1157.56,1156.7,0.86
2022,2,120,Libya,LBY,1156.74,1154.25,2.49
2022,2,121,Azerbaijan,AZE,1151.82,1146.72,5.1
2022,2,122,Niger,NIG,1148.53,1152.8,-4.27
2022,2,123,Faroe Islands,FRO,1146.31,1147.17,-0.86
2022,2,124,Malawi,MWI,1144.97,1144.97,0
2022,2,125,Zimbabwe,ZIM,1138.56,1138.56,0
2022,2,126,The Gambia,GAM,1137.57,1137.47,0.1
2022,2,127,Togo,TOG,1128.92,1128.92,0
2022,2,128,Sudan,SDN,1127.34,1127.34,0
2022,2,129,Comoros,COM,1123.18,1123.18,0
2022,2,130,Tanzania,TAN,1119.89,1119.89,0
2022,2,131,Antigua and Barbuda,ATG,1117.01,1117.01,0
2022,2,132,Central African Republic,CTA,1116.97,1116.97,0
2022,2,133,Latvia,LVA,1116.96,1114.21,2.75
2022,2,134,Philippines,PHI,1113.15,1115.13,-1.98
2022,2,135,Turkmenistan,TKM,1100.47,1100.47,0
2022,2,136,Solomon Islands,SOL,1095.7,1095.7,0
2022,2,137,Rwanda,RWA,1093.66,1093.66,0
2022,2,138,Ethiopia,ETH,1091.19,1091.19,0
2022,2,139,Suriname,SUR,1077.3,1077.3,0
2022,2,140,St Kitts and Nevis,SKN,1076.91,1076.91,0
2022,2,141,Burundi,BDI,1075.27,1076.26,-0.99
2022,2,142,Nicaragua,NCA,1071.74,1071.83,-0.09
2022,2,143,Eswatini,SWZ,1070.89,1070.89,0
2022,2,144,Lithuania,LTU,1069.12,1069.75,-0.63
2022,2,145,Malaysia,MAS,1066.6,1062.32,4.28
2022,2,146,Hong Kong,HKG,1062.39,1062.39,0
2022,2,147,Lesotho,LES,1061.4,1061.4,0
2022,2,148,Kuwait,KUW,1056.64,1053.41,3.23
2022,2,149,Botswana,BOT,1054.43,1056.46,-2.03
2022,2,150,Liberia,LBR,1049.66,1049.66,0
2022,2,151,Indonesia,IDN,1033.9,1033.9,0
2022,2,152,Dominican Republic,DOM,1031.86,1031.86,0
2022,2,153,Andorra,AND,1031.13,1035.2,-4.07
2022,2,154,Yemen,YEM,1023.52,1023.52,0
2022,2,155,Afghanistan,AFG,1023.04,1023.04,0
2022,2,156,Maldives,MDV,1021.18,1026.09,-4.91
2022,2,157,Chinese Taipei,TPE,1021.02,1017.78,3.24
2022,2,158,Papua New Guinea,PNG,1007.46,1007.46,0
2022,2,159,Myanmar,MYA,1006.16,1007.89,-1.73
2022,2,160,Singapore,SGP,1006.1,1003.5,2.6
2022,2,161,New Caledonia,NCL,995.58,995.58,0
2022,2,162,Tahiti,TAH,995.11,995.11,0
2022,2,163,Fiji,FIJ,989.43,989.43,0
2022,2,164,Vanuatu,VAN,985.62,985.62,0
2022,2,165,South Sudan,SSD,983.99,983.99,0
2022,2,166,Barbados,BRB,982.27,982.27,0
2022,2,167,Malta,MLT,978.95,977.92,1.03
2022,2,168,Cuba,CUB,978.65,978.65,0
2022,2,169,Bermuda,BER,977.47,977.47,0
2022,2,170,Puerto Rico,PUR,974.32,974.32,0
2022,2,171,Guyana,GUY,968.74,968.74,0
2022,2,172,St Lucia,LCA,964.73,965.66,-0.93
2022,2,173,Grenada,GRN,963.72,963.72,0
2022,2,174,Moldova,MDA,958.88,961.23,-2.35
2022,2,175,Nepal,NEP,956.94,954.86,2.08
2022,2,176,Belize,BLZ,950.88,950.88,0
2022,2,177,Cambodia,CAM,946.66,948.62,-1.96
2022,2,178,St Vincent and the Grenadines,VIN,945.25,945.25,0
2022,2,179,Montserrat,MSR,940.78,940.78,0
2022,2,180,Mauritius,MRI,932.02,932.02,0
2022,2,181,Chad,CHA,930.22,930.22,0
2022,2,182,Macau,MAC,922.1,922.1,0
2022,2,183,Mongolia,MNG,913.55,913.55,0
2022,2,184,Dominica,DMA,911.51,911.51,0
2022,2,185,Bhutan,BHU,910.96,910.96,0
2022,2,186,São Tomé and Príncipe,STP,908.18,908.18,0
2022,2,187,Laos,LAO,905.51,905.51,0
2022,2,188,American Samoa,ASA,900.27,900.27,0
2022,2,189,Cook Islands,COK,899.33,899.33,0
2022,2,190,Brunei Darussalam,BRU,898.02,898.41,-0.39
2022,2,191,Samoa,SAM,894.26,894.26,0
2022,2,192,Bangladesh,BAN,884.45,884.45,0
2022,2,193,Djibouti,DJI,875.05,875.05,0
2022,2,194,Cayman Islands,CAY,865.72,865.72,0
2022,2,195,Pakistan,PAK,864.72,866.81,-2.09
2022,2,196,Tonga,TGA,861.81,861.81,0
2022,2,197,Timor-Leste,TLS,860.45,860.06,0.39
2022,2,198,Liechtenstein,LIE,859.84,862.39,-2.55
2022,2,199,Seychelles,SEY,859.56,859.56,0
2022,2,200,Gibraltar,GIB,858.04,852.16,5.88
2022,2,201,Eritrea,ERI,855.56,855.56,0
2022,2,202,Aruba,ARU,855.37,855.37,0
2022,2,203,Bahamas,BAH,854.8,854.8,0
2022,2,204,Somalia,SOM,854.72,854.72,0
2022,2,205,Guam,GUM,838.33,838.33,0
2022,2,206,Turks and Caicos Islands,TCA,832,832,0
2022,2,207,Sri Lanka,SRI,825.25,825.25,0
2022,2,208,US Virgin Islands,VIR,823.97,823.97,0
2022,2,209,British Virgin Islands,VGB,809.32,809.32,0
2022,2,210,Anguilla,AIA,790.74,790.74,0
2022,2,211,San Marino,SMR,763.15,762.22,0.93
2022,1,1,Brazil,BRA,1837.56,1832.69,4.87
2022,1,2,Belgium,BEL,1821.92,1827,-5.08
2022,1,3,Argentina,ARG,1770.65,1765.13,5.52
2022,1,4,France,FRA,1764.85,1789.85,-25
2022,1,5,England,ENG,1737.46,1761.71,-24.25
2022,1,6,Spain,ESP,1716.93,1709.19,7.74
2022,1,7,Italy,ITA,1713.86,1723.31,-9.45
2022,1,8,Netherlands,NED,1679.41,1658.66,20.75
2022,1,9,Portugal,POR,1678.65,1674.78,3.87
2022,1,10,Denmark,DEN,1665.47,1653.6,11.87
2022,1,11,Germany,GER,1658.96,1650.53,8.43
2022,1,12,Mexico,MEX,1649.57,1658.82,-9.25
2022,1,13,Uruguay,URU,1643.71,1635.73,7.98
2022,1,14,USA,USA,1635.01,1633.72,1.29
2022,1,15,Croatia,CRO,1632.15,1621.11,11.04
2022,1,16,Switzerland,SUI,1621.43,1635.32,-13.89
2022,1,17,Colombia,COL,1604.07,1600.52,3.55
2022,1,18,Senegal,SEN,1593.45,1584.16,9.29
2022,1,19,Wales,WAL,1582.13,1588.08,-5.95
2022,1,20,Sweden,SWE,1563.44,1584.77,-21.33
2022,1,21,Peru,PER,1562.24,1562.32,-0.08
2022,1,22,Morocco,MAR,1558.9,1551.88,7.02
2022,1,23,IR Iran,IRN,1558.64,1564.49,-5.85
2022,1,24,Japan,JPN,1552.77,1553.44,-0.67
2022,1,25,Serbia,SRB,1549.53,1547.53,2
2022,1,26,Poland,POL,1546.18,1544.2,1.98
2022,1,27,Ukraine,UKR,1542.79,1535.08,7.71
2022,1,28,Korea Republic,KOR,1526.2,1519.54,6.66
2022,1,29,Chile,CHI,1514.86,1526.4,-11.54
2022,1,30,Tunisia,TUN,1507.86,1499.8,8.06
2022,1,31,Nigeria,NGA,1504.7,1504.01,0.69
2022,1,32,Czech Republic,CZE,1502.9,1500.62,2.28
2022,1,33,Austria,AUT,1502.47,1500.37,2.1
2022,1,34,Costa Rica,CRC,1500.06,1503.09,-3.03
2022,1,35,Russia,RUS,1493.42,1493.42,0
2022,1,36,Norway,NOR,1488.57,1463.5,25.07
2022,1,37,Hungary,HUN,1486.76,1466.08,20.68
2022,1,38,Cameroon,CMR,1484.95,1480.48,4.47
2022,1,39,Australia,AUS,1483.73,1462.29,21.44
2022,1,40,Egypt,EGY,1482.63,1500.67,-18.04
2022,1,41,Algeria,ALG,1480.59,1461.26,19.33
2022,1,42,Turkey,TUR,1475.13,1461.81,13.32
2022,1,43,Canada,CAN,1473.82,1479,-5.18
2022,1,44,Ecuador,ECU,1463.74,1452.63,11.11
2022,1,45,Scotland,SCO,1462.96,1472.66,-9.7
2022,1,46,Mali,MLI,1447.74,1436.62,11.12
2022,1,47,Republic of Ireland,IRL,1442.48,1449.48,-7
2022,1,48,Greece,GRE,1441.45,1421.43,20.02
2022,1,49,Qatar,QAT,1441.41,1441.41,0
2022,1,50,Paraguay,PAR,1440.13,1443.3,-3.17
2022,1,51,Slovakia,SVK,1439.99,1454.98,-14.99
2022,1,52,Côte d'Ivoire,CIV,1435.91,1435.28,0.63
2022,1,53,Saudi Arabia,KSA,1435.74,1444.69,-8.95
2022,1,54,Romania,ROU,1427.84,1446.54,-18.7
2022,1,55,Burkina Faso,BFA,1425.64,1409.61,16.03
2022,1,56,Venezuela,VEN,1405.17,1398.14,7.03
2022,1,57,Bosnia and Herzegovina,BIH,1403.98,1388.63,15.35
2022,1,58,Northern Ireland,NIR,1399.1,1423.55,-24.45
2022,1,59,Finland,FIN,1398.41,1406.87,-8.46
2022,1,60,Ghana,GHA,1389.68,1387.36,2.32
2022,1,61,Panama,PAN,1386.51,1382.79,3.72
2022,1,62,Jamaica,JAM,1382.06,1378.75,3.31
2022,1,63,Iceland,ISL,1379.61,1380.85,-1.24
2022,1,64,North Macedonia,MKD,1375.2,1381.07,-5.87
2022,1,65,Slovenia,SVN,1372.48,1378.23,-5.75
2022,1,66,Albania,ALB,1361.81,1371.86,-10.05
2022,1,67,Montenegro,MNE,1354.59,1342.79,11.8
2022,1,68,South Africa,RSA,1347.91,1356.01,-8.1
2022,1,69,United Arab Emirates,UAE,1346.09,1356.99,-10.9
2022,1,70,Iraq,IRQ,1338.91,1338.91,0
2022,1,71,El Salvador,SLV,1333.48,1331.65,1.83
2022,1,72,Cabo Verde,CPV,1332.96,1339.5,-6.54
2022,1,73,Congo DR,COD,1332.84,1365.07,-32.23
2022,1,74,Bulgaria,BUL,1325.16,1338.78,-13.62
2022,1,75,Oman,OMA,1323.03,1324.16,-1.13
2022,1,76,Israel,ISR,1316.35,1305.92,10.43
2022,1,77,Uzbekistan,UZB,1306.63,1286.55,20.08
2022,1,78,China PR,CHN,1304.02,1304.02,0
2022,1,79,Gabon,GAB,1301.84,1290.65,11.19
2022,1,80,Honduras,HON,1299.69,1289.47,10.22
2022,1,81,Bolivia,BOL,1298.81,1298.81,0
2022,1,82,Georgia,GEO,1296.46,1276.31,20.15
2022,1,83,Guinea,GUI,1294.89,1293.21,1.68
2022,1,84,Curaçao,CUW,1293.35,1298.39,-5.04
2022,1,85,Bahrain,BHR,1289.25,1262.55,26.7
2022,1,86,Jordan,JOR,1279.74,1259.84,19.9
2022,1,87,Haiti,HAI,1269.07,1261.86,7.21
2022,1,88,Zambia,ZAM,1268.18,1267.04,1.14
2022,1,89,Syria,SYR,1265.03,1265.03,0
2022,1,90,Uganda,UGA,1264.56,1275.5,-10.94
2022,1,91,Benin,BEN,1262.49,1284.13,-21.64
2022,1,92,Armenia,ARM,1242.42,1245.13,-2.71
2022,1,93,Luxembourg,LUX,1235.36,1229.6,5.76
2022,1,94,Palestine,PLE,1233.72,1208.9,24.82
2022,1,95,Kyrgyz Republic,KGZ,1232.91,1218.48,14.43
2022,1,96,Belarus,BLR,1226.55,1243.2,-16.65
2022,1,97,Vietnam,VIE,1218.84,1215.38,3.46
2022,1,98,Equatorial Guinea,EQG,1215.33,1210.07,5.26
2022,1,99,Congo,CGO,1215.09,1211.33,3.76
2022,1,100,Lebanon,LBN,1211.71,1211.71,0
2022,1,101,Trinidad and Tobago,TRI,1205.85,1203.78,2.07
2022,1,102,Kenya,KEN,1202.26,1202.26,0
2022,1,103,New Zealand,NZL,1198.96,1206.07,-7.11
2022,1,104,India,IND,1198.65,1174.04,24.61
2022,1,105,Madagascar,MAD,1196.03,1205.61,-9.58
2022,1,106,Kosovo,KOS,1183.9,1173.9,10
2022,1,107,Cyprus,CYP,1180.52,1186.09,-5.57
2022,1,108,Tajikistan,TJK,1179.1,1159.42,19.68
2022,1,109,Estonia,EST,1177.4,1169.06,8.34
2022,1,110,Mauritania,MTN,1177,1162.48,14.52
2022,1,111,Thailand,THA,1170.69,1167.68,3.01
2022,1,112,Korea DPR,PRK,1169.96,1169.96,0
2022,1,113,Sierra Leone,SLE,1168.21,1173.89,-5.68
2022,1,114,Kazakhstan,KAZ,1166.28,1134.77,31.51
2022,1,115,Guinea-Bissau,GNB,1165.78,1158.62,7.16
2022,1,116,Guatemala,GUA,1161.96,1147.85,14.11
2022,1,117,Namibia,NAM,1160.97,1162.93,-1.96
2022,1,118,Mozambique,MOZ,1160.55,1146.09,14.46
2022,1,119,Niger,NIG,1155.23,1153.23,2
2022,1,120,Libya,LBY,1148.36,1149.63,-1.27
2022,1,121,Malawi,MWI,1146.49,1145.08,1.41
2022,1,122,Angola,ANG,1145.26,1131.72,13.54
2022,1,123,Zimbabwe,ZIM,1138.56,1138.56,0
2022,1,124,Gambia,GAM,1137.22,1138.19,-0.97
2022,1,125,Faroe Islands,FRO,1136.29,1137.4,-1.11
2022,1,126,Comoros,COM,1131.88,1130.77,1.11
2022,1,127,Togo,TOG,1130.22,1140,-9.78
2022,1,128,Azerbaijan,AZE,1127.17,1127.05,0.12
2022,1,129,Latvia,LVA,1125.36,1105.02,20.34
2022,1,130,Sudan,SDN,1124.91,1118.4,6.51
2022,1,131,Tanzania,TAN,1119.24,1123.79,-4.55
2022,1,132,Antigua and Barbuda,ATG,1117.01,1131.07,-14.06
2022,1,133,Central African Republic,CTA,1116.06,1122.08,-6.02
2022,1,134,Philippines,PHI,1113.75,1117.89,-4.14
2022,1,135,Turkmenistan,TKM,1100.47,1117.6,-17.13
2022,1,136,Rwanda,RWA,1095.04,1097.16,-2.12
2022,1,137,Solomon Islands,SOL,1092.56,1092.56,0
2022,1,138,Ethiopia,ETH,1086.73,1076.67,10.06
2022,1,139,Nicaragua,NCA,1079.18,1062.21,16.97
2022,1,140,Burundi,BDI,1078.12,1080.62,-2.5
2022,1,141,St. Kitts and Nevis,SKN,1076.91,1072.3,4.61
2022,1,142,Lithuania,LTU,1074.08,1092.04,-17.96
2022,1,143,Suriname,SUR,1072.24,1073.39,-1.15
2022,1,144,Eswatini,SWZ,1066.92,1070.46,-3.54
2022,1,145,Hong Kong,HKG,1061.15,1053.39,7.76
2022,1,146,Lesotho,LES,1059.04,1061.72,-2.68
2022,1,147,Malaysia,MAS,1057.59,1035.06,22.53
2022,1,148,Kuwait,KUW,1053.41,1059.94,-6.53
2022,1,149,Botswana,BOT,1050.32,1051.59,-1.27
2022,1,150,Liberia,LBR,1047.36,1050.5,-3.14
2022,1,151,Dominican Republic,DOM,1031.86,1029.42,2.44
2022,1,152,Andorra,AND,1028.7,1040.13,-11.43
2022,1,153,Yemen,YEM,1023.52,1046.26,-22.74
2022,1,154,Afghanistan,AFG,1023.04,1049.77,-26.73
2022,1,155,Indonesia,IDN,1019.19,1001.61,17.58
2022,1,156,Maldives,MDV,1018.25,1025.5,-7.25
2022,1,157,Chinese Taipei,TPE,1017.78,1017.78,0
2022,1,158,Myanmar,MYA,1011.91,1044.56,-32.65
2022,1,159,Singapore,SGP,1004.75,1012.27,-7.52
2022,1,160,New Caledonia,NCL,999.7,999.7,0
2022,1,161,Papua New Guinea,PNG,997.6,997.6,0
2022,1,162,Tahiti,TAH,995.11,995.11,0
2022,1,163,Fiji,FIJ,993.37,993.37,0
2022,1,164,Vanuatu,VAN,990.55,990.55,0
2022,1,165,South Sudan,SSD,985.53,998.45,-12.92
2022,1,166,Barbados,BRB,982.27,995.94,-13.67
2022,1,167,Cuba,CUB,978.65,950.91,27.74
2022,1,168,Malta,MLT,974.68,971.56,3.12
2022,1,169,Puerto Rico,PUR,974.32,962.77,11.55
2022,1,170,Bermuda,BER,970.3,982.43,-12.13
2022,1,171,Grenada,GRN,969,968.49,0.51
2022,1,172,Guyana,GUY,968.74,961.07,7.67
2022,1,173,St. Lucia,LCA,965.66,953.45,12.21
2022,1,174,Cambodia,CAM,954.3,966.61,-12.31
2022,1,175,Belize,BLZ,950.88,962.21,-11.33
2022,1,176,Nepal,NEP,950.45,978.86,-28.41
2022,1,177,Montserrat,MSR,947.96,950.71,-2.75
2022,1,178,Moldova,MDA,944.96,932.79,12.17
2022,1,179,Mauritius,MRI,940.47,940.47,0
2022,1,180,St. Vincent and the Grenadines,VIN,939.97,960.71,-20.74
2022,1,181,Chad,CHA,931.98,931.98,0
2022,1,182,Macau,MAC,922.1,922.1,0
2022,1,183,Laos,LAO,914.66,914.66,0
2022,1,184,Mongolia,MNG,913.55,911.49,2.06
2022,1,185,Dominica,DMA,911.51,916.72,-5.21
2022,1,186,Bhutan,BHU,910.96,910.96,0
2022,1,187,São Tomé and Príncipe,STP,908.18,917.62,-9.44
2022,1,188,American Samoa,ASA,900.27,900.27,0
2022,1,189,Cook Islands,COK,899.33,899.33,0
2022,1,190,Brunei Darussalam,BRU,897.1,898.96,-1.86
2022,1,191,Samoa,SAM,894.26,894.26,0
2022,1,192,Bangladesh,BAN,883.18,903.98,-20.8
2022,1,193,Djibouti,DJI,875.98,875.98,0
2022,1,194,Liechtenstein,LIE,873.99,895.08,-21.09
2022,1,195,Seychelles,SEY,866.94,866.94,0
2022,1,196,Pakistan,PAK,866.81,866.81,0
2022,1,197,Cayman Islands,CAY,865.72,873.64,-7.92
2022,1,198,Tonga,TGA,861.81,861.81,0
2022,1,199,Timor-Leste,TLS,861.43,865.47,-4.04
2022,1,200,Somalia,SOM,857.39,857.39,0
2022,1,201,Gibraltar,GIB,856.55,857.2,-0.65
2022,1,202,Eritrea,ERI,855.56,855.56,0
2022,1,203,Aruba,ARU,855.37,859.97,-4.6
2022,1,204,Bahamas,BAH,854.8,858.5,-3.7
2022,1,205,Guam,GUM,838.33,838.33,0
2022,1,206,Turks and Caicos Islands,TCA,832,839.84,-7.84
2022,1,207,Sri Lanka,SRI,825.25,842.93,-17.68
2022,1,208,US Virgin Islands,VIR,823.97,816.13,7.84
2022,1,209,British Virgin Islands,VGB,809.32,812.94,-3.62
2022,1,210,Anguilla,AIA,790.74,792.34,-1.6
2022,1,211,San Marino,SMR,763.82,776.97,-13.15
1998,2,1,Brazil,BRA,73,74,-1
1997,2,1,Brazil,BRA,73,72,1
1996,2,1,Brazil,BRA,68,69,-1
1995,2,1,Brazil,BRA,68,68,0
1994,2,1,Brazil,BRA,67,67,0
1993,2,1,Germany,GER,59,59,0
1992,2,1,Germany,GER,57,0,57
2021,2,2,Brazil,BRA,1826.35,1826.35,0
2021,2,3,France,FRA,1786.15,1786.15,0
2021,2,4,England,ENG,1755.52,1755.52,0
2021,2,5,Argentina,ARG,1750.51,1750.51,0
2021,2,6,Italy,ITA,1740.77,1740.77,0
2021,2,7,Spain,ESP,1704.75,1704.75,0
2021,2,8,Portugal,POR,1660.25,1660.25,0
2021,2,9,Denmark,DEN,1654.54,1654.54,0
2021,2,10,Netherlands,NED,1653.73,1653.73,0
2021,2,11,USA,USA,1648.51,1647.14,1.37
2021,2,12,Germany,GER,1648.33,1648.33,0
2021,2,13,Switzerland,SUI,1642.83,1642.83,0
2021,2,14,Mexico,MEX,1638.3,1638.76,-0.46
2021,2,15,Croatia,CRO,1620.74,1620.74,0
2021,2,16,Colombia,COL,1607.15,1607.15,0
2021,2,17,Uruguay,URU,1596.66,1596.66,0
2021,2,18,Sweden,SWE,1588.26,1588.26,0
2021,2,19,Wales,WAL,1578.01,1578.01,0
2021,2,20,Senegal,SEN,1561.68,1561.68,0
2021,2,21,IR Iran,IRN,1557.58,1557.58,0
2021,2,22,Peru,PER,1551.15,1551.15,0
2021,2,23,Serbia,SRB,1547.38,1547.38,0
2021,2,24,Chile,CHI,1543.42,1541.33,2.09
2021,2,25,Ukraine,UKR,1535.08,1535.08,0
2021,2,26,Japan,JPN,1531.53,1531.53,0
2021,2,27,Poland,POL,1530.62,1530.62,0
2021,2,28,Morocco,MAR,1529.93,1525.5,4.43
2021,2,29,Algeria,ALG,1516.51,1508.54,7.97
2021,2,30,Tunisia,TUN,1512.72,1512.13,0.59
2021,2,31,Austria,AUT,1511.56,1511.56,0
2021,2,32,Czech Republic,CZE,1510.42,1510.42,0
2021,2,33,Korea Republic,KOR,1507.24,1507.24,0
2021,2,34,Russia,RUS,1493.42,1493.42,0
2021,2,35,Australia,AUS,1484.88,1484.88,0
2021,2,36,Nigeria,NGA,1478.78,1478.78,0
2021,2,37,Turkey,TUR,1472.72,1472.72,0
2021,2,38,Scotland,SCO,1471.82,1471.82,0
2021,2,39,Hungary,HUN,1465.62,1465.62,0
2021,2,40,Canada,CAN,1462.32,1462.32,0
2021,2,41,Norway,NOR,1455.43,1455.43,0
2021,2,42,Slovakia,SVK,1455.36,1455.36,0
2021,2,43,Paraguay,PAR,1454.52,1454.52,0
2021,2,44,Romania,ROU,1453.18,1453.18,0
2021,2,45,Egypt,EGY,1451.77,1449.51,2.26
2021,2,46,Ecuador,ECU,1448.27,1448.74,-0.47
2021,2,47,Republic of Ireland,IRL,1444.29,1444.29,0
2021,2,48,Qatar,QAT,1437.91,1431.01,6.9
2021,2,49,Costa Rica,CRC,1437.43,1437.43,0
2021,2,50,Cameroon,CMR,1437.35,1437.35,0
2021,2,51,Saudi Arabia,KSA,1434.71,1441.17,-6.46
2021,2,52,Ghana,GHA,1428.97,1428.97,0
2021,2,53,Mali,MLI,1427.98,1427.98,0
2021,2,54,Northern Ireland,NIR,1424.97,1424.97,0
2021,2,55,Greece,GRE,1421.99,1421.99,0
2021,2,56,Côte d'Ivoire,CIV,1417.86,1417.86,0
2021,2,57,Jamaica,JAM,1412.13,1412.13,0
2021,2,58,Finland,FIN,1411.77,1411.77,0
2021,2,59,Venezuela,VEN,1409.14,1409.14,0
2021,2,60,Burkina Faso,BFA,1397.64,1397.64,0
2021,2,61,Bosnia and Herzegovina,BIH,1391.19,1392.56,-1.37
2021,2,62,Iceland,ISL,1385.21,1385.21,0
2021,2,63,Panama,PAN,1379.34,1379.34,0
2021,2,64,Congo DR,COD,1375.64,1375.64,0
2021,2,65,Slovenia,SVN,1375.42,1375.42,0
2021,2,66,Albania,ALB,1374.98,1374.98,0
2021,2,67,North Macedonia,MKD,1367.23,1367.23,0
2021,2,68,South Africa,RSA,1358.24,1358.24,0
2021,2,69,United Arab Emirates,UAE,1350.39,1350.41,-0.02
2021,2,70,El Salvador,SLV,1349.47,1350.63,-1.16
2021,2,71,Bulgaria,BUL,1345.47,1345.47,0
2021,2,72,Montenegro,MNE,1342.89,1342.89,0
2021,2,73,Cabo Verde,CPV,1339.48,1339.48,0
2021,2,74,China PR,CHN,1337.33,1337.33,0
2021,2,75,Iraq,IRQ,1333.03,1335.58,-2.55
2021,2,76,Honduras,HON,1332.16,1332.16,0
2021,2,77,Bolivia,BOL,1324.21,1324.21,0
2021,2,78,Israel,ISR,1306.7,1306.7,0
2021,2,79,Oman,OMA,1306.01,1307.09,-1.08
2021,2,80,Curaçao,CUW,1298.39,1298.39,0
2021,2,81,Guinea,GUI,1298.32,1298.32,0
2021,2,82,Uganda,UGA,1285.28,1285.28,0
2021,2,83,Benin,BEN,1282.53,1282.53,0
2021,2,84,Uzbekistan,UZB,1274.58,1274.58,0
2021,2,85,Georgia,GEO,1269.24,1269.24,0
2021,2,86,Syria,SYR,1268.54,1269.96,-1.42
2021,2,87,Haiti,HAI,1268.05,1268.05,0
2021,2,88,Zambia,ZAM,1264.64,1264.64,0
2021,2,89,Gabon,GAB,1262,1262,0
2021,2,90,Jordan,JOR,1255.69,1252.95,2.74
2021,2,91,Bahrain,BHR,1252.19,1255.75,-3.56
2021,2,92,Armenia,ARM,1242.24,1242.24,0
2021,2,93,Luxembourg,LUX,1236.45,1236.45,0
2021,2,94,Belarus,BLR,1233.43,1233.43,0
2021,2,95,Lebanon,LBN,1233,1233.76,-0.76
2021,2,96,Kyrgyz Republic,KGZ,1228.69,1228.69,0
2021,2,97,Congo,CGO,1221.4,1221.4,0
2021,2,98,Vietnam,VIE,1212.54,1209.22,3.32
2021,2,99,Palestine,PLE,1208.9,1211.32,-2.42
2021,2,100,Trinidad and Tobago,TRI,1207.94,1207.94,0
2021,2,101,Madagascar,MAD,1205.61,1205.61,0
2021,2,102,Kenya,KEN,1202.26,1202.26,0
2021,2,103,Mauritania,MTN,1190.26,1190.23,0.03
2021,2,104,India,IND,1182.75,1182.75,0
2021,2,105,Cyprus,CYP,1178.65,1178.65,0
2021,2,106,Guinea-Bissau,GNB,1177.14,1177.14,0
2021,2,107,Estonia,EST,1176.5,1176.5,0
2021,2,108,Sierra Leone,SLE,1174.12,1174.12,0
2021,2,109,Korea DPR,PRK,1169.96,1169.96,0
2021,2,110,New Zealand,NZL,1165.81,1165.81,0
2021,2,111,Kosovo,KOS,1163.05,1163.05,0
2021,2,112,Namibia,NAM,1162.93,1162.93,0
2021,2,113,Niger,NIG,1158.39,1158.39,0
2021,2,114,Equatorial Guinea,EQG,1156.78,1156.78,0
2021,2,115,Thailand,THA,1156.16,1148.63,7.53
2021,2,116,Tajikistan,TJK,1152.56,1152.56,0
2021,2,117,Libya,LBY,1151.06,1151.06,0
2021,2,118,Mozambique,MOZ,1151,1151,0
2021,2,119,Kazakhstan,KAZ,1140.71,1140.71,0
2021,2,120,Azerbaijan,AZE,1139.02,1139.02,0
2021,2,121,Zimbabwe,ZIM,1138.44,1138.44,0
2021,2,122,Guatemala,GUA,1138.4,1138.4,0
2021,2,123,Faroe Islands,FRO,1136.99,1136.99,0
2021,2,124,Togo,TOG,1133.24,1133.24,0
2021,2,125,Sudan,SDN,1131.74,1135.89,-4.15
2021,2,126,Angola,ANG,1131.72,1131.72,0
2021,2,127,Antigua and Barbuda,ATG,1131.07,1131.07,0
2021,2,128,Philippines,PHI,1129.91,1131.93,-2.02
2021,2,129,Malawi,MWI,1127.21,1127.21,0
2021,2,130,Central African Republic,CTA,1127.2,1127.2,0
2021,2,131,Tanzania,TAN,1118.76,1118.76,0
2021,2,132,Comoros,COM,1117.65,1117.65,0
2021,2,133,Turkmenistan,TKM,1117.6,1117.6,0
2021,2,134,Latvia,LVA,1100.03,1100.03,0
