date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-03-30,Slovakia,Russia,Slovakia,Róbert Mak,74,FALSE,FALSE
2021-03-30,Turkey,Latvia,Turkey,Kenan Karaman,2,FALSE,FALSE
2021-03-30,Turkey,Latvia,Turkey,Hakan Çalhanoğlu,33,FALSE,FALSE
2021-03-30,Turkey,Latvia,Latvia,Roberts Savaļnieks,35,FALSE,FALSE
2021-03-30,Turkey,Latvia,Turkey,Burak Yılmaz,52,FALSE,TRUE
2021-03-30,Turkey,Latvia,Latvia,Roberts Uldriķis,58,FALSE,FALSE
2021-03-30,Turkey,Latvia,Latvia,Dāvis Ikaunieks,79,FALSE,FALSE
2021-03-30,Wales,Czech Republic,Wales,Daniel James,82,FALSE,FALSE
2021-03-31,Andorra,Hungary,Hungary,Attila Fiola,45,FALSE,FALSE
2021-03-31,Andorra,Hungary,Hungary,Dániel Gazdag,51,FALSE,FALSE
2021-03-31,Andorra,Hungary,Hungary,László Kleinheisler,58,FALSE,FALSE
2021-03-31,Andorra,Hungary,Andorra,Marc Pujol,90,FALSE,TRUE
2021-03-31,Andorra,Hungary,Hungary,Loïc Négo,90,FALSE,FALSE
2021-03-31,Armenia,Romania,Armenia,Eduard Spertsyan,56,FALSE,FALSE
2021-03-31,Armenia,Romania,Romania,Alexandru Cicâldău,62,FALSE,FALSE
2021-03-31,Armenia,Romania,Romania,Alexandru Cicâldău,72,FALSE,FALSE
2021-03-31,Armenia,Romania,Armenia,Varazdat Haroyan,87,FALSE,FALSE
2021-03-31,Armenia,Romania,Armenia,Tigran Barseghyan,89,FALSE,TRUE
2021-03-31,Austria,Denmark,Denmark,Andreas Skov Olsen,58,FALSE,FALSE
2021-03-31,Austria,Denmark,Denmark,Joakim Mæhle,63,FALSE,FALSE
2021-03-31,Austria,Denmark,Denmark,Pierre-Emile Højbjerg,67,FALSE,FALSE
2021-03-31,Austria,Denmark,Denmark,Andreas Skov Olsen,74,FALSE,FALSE
2021-03-31,Bosnia and Herzegovina,France,France,Antoine Griezmann,60,FALSE,FALSE
2021-03-31,England,Poland,England,Harry Kane,19,FALSE,TRUE
2021-03-31,England,Poland,Poland,Jakub Moder,58,FALSE,FALSE
2021-03-31,England,Poland,England,Harry Maguire,85,FALSE,FALSE
2021-03-31,Germany,North Macedonia,North Macedonia,Goran Pandev,45,FALSE,FALSE
2021-03-31,Germany,North Macedonia,Germany,İlkay Gündoğan,63,FALSE,TRUE
2021-03-31,Germany,North Macedonia,North Macedonia,Elif Elmas,85,FALSE,FALSE
2021-03-31,Greece,Georgia,Greece,Otar Kakabadze,76,TRUE,FALSE
2021-03-31,Greece,Georgia,Georgia,Khvicha Kvaratskhelia,78,FALSE,FALSE
2021-03-31,Liechtenstein,Iceland,Iceland,Birkir Már Sævarsson,12,FALSE,FALSE
2021-03-31,Liechtenstein,Iceland,Iceland,Birkir Bjarnason,45,FALSE,FALSE
2021-03-31,Liechtenstein,Iceland,Iceland,Victor Pálsson,77,FALSE,FALSE
2021-03-31,Liechtenstein,Iceland,Liechtenstein,Yanik Frick,79,FALSE,FALSE
2021-03-31,Liechtenstein,Iceland,Iceland,Rúnar Már Sigurjónsson,90,FALSE,TRUE
2021-03-31,Lithuania,Italy,Italy,Stefano Sensi,48,FALSE,FALSE
2021-03-31,Lithuania,Italy,Italy,Ciro Immobile,90,FALSE,TRUE
2021-03-31,Moldova,Israel,Moldova,Cătălin Carp,29,FALSE,FALSE
2021-03-31,Moldova,Israel,Israel,Eran Zahavi,45,FALSE,FALSE
2021-03-31,Moldova,Israel,Israel,Manor Solomon,57,FALSE,FALSE
2021-03-31,Moldova,Israel,Israel,Mu'nas Dabbur,64,FALSE,FALSE
2021-03-31,Moldova,Israel,Israel,Bibras Natcho,66,FALSE,FALSE
2021-03-31,San Marino,Albania,Albania,Rey Manaj,63,FALSE,FALSE
2021-03-31,San Marino,Albania,Albania,Myrto Uzuni,85,FALSE,FALSE
2021-03-31,Scotland,Faroe Islands,Scotland,John McGinn,7,FALSE,FALSE
2021-03-31,Scotland,Faroe Islands,Scotland,John McGinn,53,FALSE,FALSE
2021-03-31,Scotland,Faroe Islands,Scotland,Ché Adams,60,FALSE,FALSE
2021-03-31,Scotland,Faroe Islands,Scotland,Ryan Fraser,70,FALSE,FALSE
2021-03-31,Spain,Kosovo,Spain,Dani Olmo,34,FALSE,FALSE
2021-03-31,Spain,Kosovo,Spain,Ferran Torres,36,FALSE,FALSE
2021-03-31,Spain,Kosovo,Kosovo,Besar Halimi,70,FALSE,FALSE
2021-03-31,Spain,Kosovo,Spain,Gerard Moreno,75,FALSE,FALSE
2021-03-31,Ukraine,Kazakhstan,Ukraine,Roman Yaremchuk,20,FALSE,FALSE
2021-03-31,Ukraine,Kazakhstan,Kazakhstan,Serikzhan Muzhikov,59,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Takumi Minamino,8,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Yuya Osako,22,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Yuya Osako,30,FALSE,TRUE
2021-05-28,Japan,Myanmar,Japan,Yuya Osako,36,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Yuya Osako,49,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Hidemasa Morita,57,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Takumi Minamino,66,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Daichi Kamada,84,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Yuya Osako,88,FALSE,FALSE
2021-05-28,Japan,Myanmar,Japan,Ko Itakura,90,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Wu Lei,20,FALSE,TRUE
2021-05-30,China PR,Guam,China PR,Jin Jingdao,39,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Wu Lei,55,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Wu Xi,61,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Elkeson,65,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Alan Carvalho,83,FALSE,FALSE
2021-05-30,China PR,Guam,China PR,Alan Carvalho,87,FALSE,FALSE
2021-06-01,Lithuania,Estonia,Estonia,Henri Anier,59,FALSE,FALSE
2021-06-02,Cayman Islands,Aruba,Cayman Islands,Jonah Ebanks,30,FALSE,TRUE
2021-06-02,Cayman Islands,Aruba,Aruba,Joshua John,40,FALSE,FALSE
2021-06-02,Cayman Islands,Aruba,Aruba,Terence Groothusen,45,FALSE,FALSE
2021-06-02,Cayman Islands,Aruba,Aruba,Joshua John,75,FALSE,FALSE
2021-06-02,Cuba,British Virgin Islands,Cuba,Luis Paradela,33,FALSE,FALSE
2021-06-02,Cuba,British Virgin Islands,Cuba,Onel Hernández,68,FALSE,FALSE
2021-06-02,Cuba,British Virgin Islands,Cuba,Maikel Reyes,76,FALSE,FALSE
2021-06-02,Cuba,British Virgin Islands,Cuba,Cavafe,80,FALSE,FALSE
2021-06-02,Cuba,British Virgin Islands,Cuba,Dairon Reyes,90,FALSE,FALSE
2021-06-02,Dominica,Anguilla,Dominica,Briel Thomas,3,FALSE,FALSE
2021-06-02,Dominica,Anguilla,Dominica,Chad Bertrand,34,FALSE,FALSE
2021-06-02,Dominica,Anguilla,Dominica,Julian Wade,42,FALSE,FALSE
2021-06-02,Montserrat,United States Virgin Islands,Montserrat,Nathan Pond,39,FALSE,FALSE
2021-06-02,Montserrat,United States Virgin Islands,Montserrat,Rohan Ince,60,FALSE,FALSE
2021-06-02,Montserrat,United States Virgin Islands,Montserrat,Adrian Clifton,66,FALSE,FALSE
2021-06-02,Montserrat,United States Virgin Islands,Montserrat,Adrian Clifton,83,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Gerald Díaz,3,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Ricardo Rivera,13,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Isaac Angking,31,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Ricardo Rivera,43,FALSE,TRUE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Devin Vega,62,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Jaden Servania,66,FALSE,FALSE
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,Lester Hayes III,90,FALSE,FALSE
2021-06-03,Argentina,Chile,Argentina,Lionel Messi,23,FALSE,TRUE
2021-06-03,Argentina,Chile,Chile,Alexis Sánchez,36,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,8,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Mohamed Al-Romaihi,45,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Ali Madan,46,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Jasim Al-Shaikh,51,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Ali Madan,65,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,71,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,75,FALSE,FALSE
2021-06-03,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,90,FALSE,FALSE
2021-06-03,Bangladesh,Afghanistan,Afghanistan,Amredin Sharifi,47,FALSE,FALSE
2021-06-03,Bangladesh,Afghanistan,Bangladesh,Topu Barman,83,FALSE,FALSE
2021-06-03,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,5,FALSE,FALSE
2021-06-03,Bolivia,Venezuela,Venezuela,Jhon Chancellor,26,FALSE,FALSE
2021-06-03,Bolivia,Venezuela,Bolivia,Diego Bejarano,60,FALSE,FALSE
2021-06-03,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,83,FALSE,FALSE
2021-06-03,Iran,Hong Kong,Iran,Ali Gholizadeh,23,FALSE,FALSE
2021-06-03,Iran,Hong Kong,Iran,Vahid Amiri,61,FALSE,FALSE
2021-06-03,Iran,Hong Kong,Iran,Karim Ansarifard,84,FALSE,FALSE
2021-06-03,Iran,Hong Kong,Hong Kong,Cheng Siu Kwan,85,FALSE,FALSE
2021-06-03,Kuwait,Australia,Australia,Mathew Leckie,1,FALSE,FALSE
2021-06-03,Kuwait,Australia,Australia,Jackson Irvine,24,FALSE,FALSE
2021-06-03,Kuwait,Australia,Australia,Ajdin Hrustic,66,FALSE,FALSE
2021-06-03,Nepal,Taiwan,Nepal,Anjan Bista,3,FALSE,TRUE
2021-06-03,Nepal,Taiwan,Nepal,Nawayug Shrestha,80,FALSE,FALSE
2021-06-03,Palestine,Singapore,Palestine,Tamer Seyam,19,FALSE,TRUE
2021-06-03,Palestine,Singapore,Palestine,Oday Dabbagh,23,FALSE,FALSE
2021-06-03,Palestine,Singapore,Palestine,Tamer Seyam,30,FALSE,TRUE
2021-06-03,Palestine,Singapore,Palestine,Yaser Hamed,85,FALSE,FALSE
2021-06-03,Peru,Colombia,Colombia,Yerry Mina,40,FALSE,FALSE
2021-06-03,Peru,Colombia,Colombia,Mateus Uribe,49,FALSE,FALSE
2021-06-03,Peru,Colombia,Colombia,Luis Díaz,55,FALSE,FALSE
2021-06-03,Qatar,India,Qatar,Abdulaziz Hatem,33,FALSE,FALSE
2021-06-03,Thailand,Indonesia,Thailand,Narubadin Weerawatnodom,5,FALSE,FALSE
2021-06-03,Thailand,Indonesia,Indonesia,I Kadek Agung Widnyana,39,FALSE,FALSE
2021-06-03,Thailand,Indonesia,Thailand,Adisak Kraisorn,50,FALSE,FALSE
2021-06-03,Thailand,Indonesia,Indonesia,Evan Dimas,60,FALSE,FALSE
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,18,FALSE,FALSE
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Fábio Virginio de Lima,83,FALSE,FALSE
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,90,FALSE,FALSE
2021-06-03,United Arab Emirates,Malaysia,United Arab Emirates,Fábio Virginio de Lima,90,FALSE,FALSE
2021-06-04,Antigua and Barbuda,Grenada,Antigua and Barbuda,Rhys Browne,20,FALSE,FALSE
2021-06-04,Brazil,Ecuador,Brazil,Richarlison,65,FALSE,FALSE
2021-06-04,Brazil,Ecuador,Brazil,Neymar,90,FALSE,TRUE
2021-06-04,Dominican Republic,Barbados,Barbados,Niall Reid-Stephen,42,FALSE,FALSE
2021-06-04,Dominican Republic,Barbados,Dominican Republic,Manny Rodríguez,90,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Darwin Lom,2,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Rudy Barrientos,12,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Oscar Santis,16,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Moisés Hernández,33,FALSE,TRUE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Gerardo Gordillo,41,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Luis Martínez,52,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Robin Betancourth,66,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Marvin Ceballos,79,FALSE,TRUE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,Jorge Estuardo Vargas,85,FALSE,FALSE
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,John Méndez,89,FALSE,FALSE
2021-06-04,Latvia,Lithuania,Latvia,Markas Beneta,37,TRUE,FALSE
2021-06-04,Latvia,Lithuania,Lithuania,Paulius Golubickas,67,FALSE,FALSE
2021-06-04,Latvia,Lithuania,Latvia,Eduards Emsis,69,FALSE,FALSE
2021-06-04,Latvia,Lithuania,Latvia,Roberts Uldriķis,85,FALSE,FALSE
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,29,FALSE,FALSE
2021-06-04,Maldives,Syria,Syria,Aias Aosman,33,FALSE,TRUE
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,45,FALSE,TRUE
2021-06-04,Maldives,Syria,Syria,Mahmoud Al-Mawas,71,FALSE,TRUE
2021-06-04,Nicaragua,Belize,Nicaragua,Richard Rodríguez,25,FALSE,FALSE
2021-06-04,Nicaragua,Belize,Nicaragua,Byron Bonilla,46,FALSE,FALSE
2021-06-04,Nicaragua,Belize,Nicaragua,Juan Barrera,51,FALSE,FALSE
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Keithroy Freeman,9,FALSE,TRUE
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Keithroy Freeman,36,FALSE,FALSE
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,Romaine Sawyers,67,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Sheraldo Becker,3,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,15,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Sheraldo Becker,36,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,37,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Nigel Hasselbaink,65,FALSE,FALSE
2021-06-04,Suriname,Bermuda,Suriname,Shaquille Pinas,74,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Lucas Cavallini,17,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Junior Hoilett,20,FALSE,TRUE
2021-06-05,Aruba,Canada,Canada,Lucas Cavallini,45,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Zachary Brault-Guillard,49,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Alphonso Davies,78,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Cyle Larin,87,FALSE,FALSE
2021-06-05,Aruba,Canada,Canada,Jonathan David,89,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Brandley Kuwas,7,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Michaël Maria,9,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Leandro Bacuna,11,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Charlison Benschop,18,FALSE,TRUE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Charlison Benschop,22,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Michaël Maria,27,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Kenji Gorré,57,FALSE,FALSE
2021-06-05,British Virgin Islands,Curaçao,Curaçao,Kenji Gorré,90,FALSE,FALSE
2021-06-05,Lebanon,Sri Lanka,Sri Lanka,Ahmed Waseem Razeek,10,FALSE,FALSE
2021-06-05,Lebanon,Sri Lanka,Lebanon,Joan Oumari,11,FALSE,FALSE
2021-06-05,Lebanon,Sri Lanka,Lebanon,Mohamad Kdouh,17,FALSE,FALSE
2021-06-05,Lebanon,Sri Lanka,Lebanon,Joan Oumari,44,FALSE,FALSE
2021-06-05,Lebanon,Sri Lanka,Sri Lanka,Ahmed Waseem Razeek,61,FALSE,TRUE
2021-06-05,Panama,Anguilla,Panama,Armando Cooper,7,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Cecilio Waterman,18,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Jorman Aguilar,31,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,35,FALSE,TRUE
2021-06-05,Panama,Anguilla,Panama,Tafari Smith,48,TRUE,FALSE
2021-06-05,Panama,Anguilla,Panama,Cecilio Waterman,50,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,53,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Miguel Camargo,58,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,70,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Jair Catuy,73,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Gabriel Torres,83,FALSE,TRUE
2021-06-05,Panama,Anguilla,Panama,Alberto Quintero,84,FALSE,FALSE
2021-06-05,Panama,Anguilla,Panama,Francisco Palacios,90,FALSE,FALSE
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Salem Al-Dawsari,4,FALSE,FALSE
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Fahad Al-Muwallad,17,FALSE,FALSE
2021-06-05,Saudi Arabia,Yemen,Saudi Arabia,Fahad Al-Muwallad,32,FALSE,FALSE
2021-06-05,South Korea,Turkmenistan,South Korea,Hwang Ui-jo,9,FALSE,FALSE
2021-06-05,South Korea,Turkmenistan,South Korea,Nam Tae-hee,45,FALSE,FALSE
2021-06-05,South Korea,Turkmenistan,South Korea,Kim Young-gwon,56,FALSE,FALSE
2021-06-05,South Korea,Turkmenistan,South Korea,Kwon Chang-hoon,62,FALSE,FALSE
2021-06-05,South Korea,Turkmenistan,South Korea,Hwang Ui-jo,72,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,27,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,30,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,34,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Duckens Nazon,37,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,42,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,53,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,75,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Carnejy Antoine,83,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,87,FALSE,FALSE
2021-06-05,Turks and Caicos Islands,Haiti,Haiti,Frantzdy Pierrot,90,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Marvin Monterrosa,23,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Juan Carlos Portillo,30,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,78,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Joshua Pérez,79,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,82,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,Marvin Monterrosa,86,FALSE,FALSE
2021-06-05,United States Virgin Islands,El Salvador,El Salvador,David Rugamas,90,FALSE,FALSE
2021-06-07,Australia,Taiwan,Australia,Harry Souttar,12,FALSE,FALSE
2021-06-07,Australia,Taiwan,Australia,Jamie Maclaren,27,FALSE,TRUE
2021-06-07,Australia,Taiwan,Australia,Trent Sainsbury,41,FALSE,FALSE
2021-06-07,Australia,Taiwan,Australia,Mitchell Duke,46,FALSE,FALSE
2021-06-07,Australia,Taiwan,Taiwan,Gao Wei-jie,62,FALSE,FALSE
2021-06-07,Australia,Taiwan,Australia,Mitchell Duke,84,FALSE,FALSE
2021-06-07,Bahrain,Iran,Iran,Sardar Azmoun,54,FALSE,FALSE
2021-06-07,Bahrain,Iran,Iran,Sardar Azmoun,61,FALSE,FALSE
2021-06-07,Bahrain,Iran,Iran,Mehdi Taremi,79,FALSE,FALSE
2021-06-07,Bangladesh,India,India,Sunil Chhetri,79,FALSE,FALSE
2021-06-07,Bangladesh,India,India,Sunil Chhetri,90,FALSE,FALSE
2021-06-07,China PR,Philippines,China PR,Wu Lei,56,FALSE,TRUE
2021-06-07,China PR,Philippines,China PR,Wu Xinghan,65,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,6,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,9,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mahmoud Al-Mawas,84,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Mohanad Ali,1,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Bashar Resan,23,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Ali Adnan Kadhim,27,FALSE,TRUE
2021-06-07,Iraq,Cambodia,Cambodia,Soeuy Visal,55,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Safaa Hadi,90,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Kyogo Furuhashi,6,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Tajikistan,Ehson Panjshanbe,9,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Takumi Minamino,40,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Kento Hashimoto,51,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Hayao Kawabe,71,FALSE,FALSE
2021-06-07,Kyrgyzstan,Mongolia,Mongolia,Oyunbaataryn Mijiddorj,34,FALSE,FALSE
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,23,FALSE,TRUE
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,48,FALSE,FALSE
2021-06-07,Nepal,Jordan,Jordan,Yazan Al-Arab,67,FALSE,FALSE
2021-06-07,Qatar,Oman,Qatar,Hassan Al-Haydos,39,FALSE,TRUE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Caio Canedo,14,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Fábio Virginio de Lima,33,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,Thailand,Suphanat Mueanta,54,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Mohammed Jumaa,90,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,6,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,34,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Eldor Shomurodov,45,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Odil Ahmedov,50,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Irfan Fandi,88,TRUE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Tiến Linh,51,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Quang Hải,62,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Công Phượng,67,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Vũ Văn Thanh,74,FALSE,FALSE
2021-06-08,Barbados,Dominica,Barbados,Emile Saimovici,48,FALSE,FALSE
2021-06-08,Barbados,Dominica,Dominica,Julian Wade,57,FALSE,FALSE
2021-06-08,Bermuda,Cayman Islands,Cayman Islands,Mark Ebanks,23,FALSE,FALSE
2021-06-08,Bermuda,Cayman Islands,Bermuda,Kole Hall,65,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Alphonso Davies,37,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,59,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,73,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,77,FALSE,TRUE
2021-06-08,Chile,Bolivia,Chile,Erick Pulgar,69,FALSE,FALSE
2021-06-08,Chile,Bolivia,Bolivia,Marcelo Martins Moreno,81,FALSE,TRUE
2021-06-08,Colombia,Argentina,Argentina,Cristian Romero,3,FALSE,FALSE
2021-06-08,Colombia,Argentina,Argentina,Leandro Paredes,8,FALSE,FALSE
2021-06-08,Colombia,Argentina,Colombia,Luis Muriel,51,FALSE,TRUE
2021-06-08,Colombia,Argentina,Colombia,Miguel Borja,90,FALSE,FALSE
2021-06-08,Ecuador,Peru,Peru,Christian Cueva,63,FALSE,FALSE
2021-06-08,Ecuador,Peru,Peru,Luis Advíncula,89,FALSE,FALSE
2021-06-08,Ecuador,Peru,Ecuador,Gonzalo Plata,90,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Eriq Zavaleta,40,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,David Rugamas,68,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Walmer Martinez,85,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Grenada,Saydrel Lewis,51,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,85,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,87,FALSE,TRUE
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Ricardo Rivera,12,FALSE,FALSE
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Isaac Angking,25,FALSE,TRUE
2021-06-08,Haiti,Nicaragua,Haiti,Derrick Etienne,63,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Aníbal Godoy,8,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Yoel Bárcenas,67,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Cecilio Waterman,86,FALSE,FALSE
2021-06-08,Paraguay,Brazil,Brazil,Neymar,4,FALSE,FALSE
